Sales_ID;name;year;selling_price;km_driven;Region;State or Province;City;fuel;seller_type;transmission;owner;mileage;engine;max_power;torque;seats;sold
2363;Hyundai;2013;40000;43000;East;Connecticut;Watertown;Petrol;Individual;Manual;Second_Owner;18,5;1197;82,85;113.7Nm@ 4000rpm;5;N
2498;Maruti;2016;40000;60000;Central;Indiana;Kokomo;Diesel;Individual;Manual;Third_Owner;23,2;1248;73,94;190Nm@ 2000rpm;5;N
2544;Chevrolet;2012;40000;64000;South;Louisiana;New Iberia;Diesel;Individual;Manual;First_Owner;16,52;1991;123,7;305Nm@ 2000rpm;5;N
2565;Hyundai;2011;40000;100000;Central;Michigan;Southgate;Diesel;Individual;Manual;Second_Owner;22,32;1582;126,32;259.8Nm@ 1900-2750rpm;5;N
2659;Hyundai;2016;40000;110000;East;Pennsylvania;Plum;Diesel;Individual;Manual;First_Owner;24,4;1120;71;180.4Nm@ 1750-2500rpm;5;N
2737;Hyundai;2016;40000;80000;Central;Oklahoma;Shawnee;Petrol;Individual;Manual;Second_Owner;18,9;1197;82;114Nm@ 4000rpm;5;N
2769;Hyundai;2014;40000;90000;West;Utah;West Valley City;Petrol;Individual;Manual;Second_Owner;18,9;1197;82;114Nm@ 4000rpm;5;N
2878;Volkswagen;2013;40000;120000;East;Ohio;Wooster;Diesel;Individual;Manual;Second_Owner;20,54;1598;103,6;250Nm@ 1500-2500rpm;5;N
2900;Maruti;2017;40000;52000;West;California;Moreno Valley;Petrol;Individual;Manual;First_Owner;21,63;998;67;90Nm@ 3500rpm;5;N
2940;Maruti;2017;40000;10000;South;Florida;Palm Bay;Petrol;Individual;Manual;First_Owner;15,37;1196;73;101Nm@ 3000rpm;5;N
3078;Maruti;2017;40000;30000;Central;Minnesota;Rochester;Petrol;Individual;Automatic;Second_Owner;23,1;998;67,04;90Nm@ 3500rpm;5;N
3108;Mercedes;2007;40000;42000;West;New Mexico;Carlsbad;Petrol;Dealer;Automatic;First_Owner;11,74;1796;186;285Nm@ 2400-4000rpm;5;N
3134;Maruti;2014;40000;120000;East;Vermont;South Burlington;Petrol;Individual;Manual;First_Owner;19,1;1197;85,8;114Nm@ 4000rpm;5;N
3153;Maruti;2013;40000;40000;West;California;Rocklin;Petrol;Individual;Manual;First_Owner;18,6;1197;85,8;114Nm@ 4000rpm;5;N
3201;Maruti;2017;40000;110000;East;New York;Rotterdam;CNG;Individual;Manual;First_Owner;26,6;998;58,16;77Nm@ 3500rpm;5;N
3373;Chevrolet;2016;40000;30000;South;Virginia;Alexandria;Petrol;Individual;Manual;First_Owner;18,2;1199;82,4;108.5Nm@ 5000rpm;5;N
3380;Maruti;2015;40000;50000;South;Virginia;Annandale;Petrol;Individual;Manual;First_Owner;20,4;1197;83,11;113Nm@ 4200rpm;5;N
3406;Maruti;2017;40000;10000;East;Pennsylvania;Upper Saint Clair;Petrol;Individual;Automatic;First_Owner;23,95;998;67,1;90Nm@ 3500rpm;5;N
3437;Volkswagen;2012;40000;60000;East;Maine;Westbrook;Diesel;Individual;Manual;Third_Owner;20,5;1598;105;250Nm@ 1500-2500rpm;5;N
3444;Toyota;2013;40000;35000;South;Alabama;Gadsden;Diesel;Individual;Manual;First_Owner;12,99;2494;100,6;200Nm@ 1400-3400rpm;7;N
3455;Ford;2014;40000;30000;East;Maryland;Owings Mills;Diesel;Individual;Manual;First_Owner;20;1399;68,05;160Nm@ 2000rpm;5;N
3536;Tata;2015;40000;100000;East;West Virginia;Fairmont;Diesel;Individual;Manual;First_Owner;23;1248;88,7;200Nm@ 1750-3000rpm;5;N
3614;Maruti;2012;40000;129000;East;Massachusetts;Springfield;Diesel;Individual;Manual;First_Owner;19,3;1248;73,9;190Nm@ 2000rpm;5;N
3683;Mahindra;2018;40000;50000;East;Ohio;North Ridgeville;Diesel;Individual;Manual;First_Owner;23,5;909;45;98Nm@ 1600-3000rpm;8;N
3717;Tata;2017;40000;35000;West;California;Lakewood;Petrol;Individual;Manual;First_Owner;17,57;1193;88,7;140Nm@ 1500-4000rpm;5;N
3785;Tata;2015;40000;35000;Central;Illinois;Streamwood;Diesel;Individual;Manual;First_Owner;23;1248;88,7;200Nm@ 1750-3000rpm;5;N
3813;Hyundai;2015;40000;128000;West;Arizona;Phoenix;Petrol;Individual;Manual;First_Owner;18,9;1197;82;114Nm@ 4000rpm;5;N
3863;Renault;2012;40000;100000;Central;Texas;Weatherford;Diesel;Individual;Manual;Second_Owner;20,46;1461;83,8;200Nm@ 1900rpm;5;N
3947;Nissan;2013;40000;83000;East;Connecticut;Norwich;Diesel;Individual;Manual;First_Owner;23,08;1461;63,1;160Nm@ 2000rpm;5;N
3955;Toyota;2007;40000;170000;Central;South Dakota;Rapid City;Diesel;Individual;Manual;First_Owner;12,8;2494;102;20.4@ 1400-3400(kgm@ rpm);8;N
3989;Tata;2010;40000;120000;Central;Illinois;Freeport;Diesel;Individual;Manual;Fourth_Above_Owner;13,93;2179;138,03;320Nm@ 1700-2700rpm;7;N
4010;Tata;2017;40000;53000;South;North Carolina;Indian Trail;Petrol;Individual;Manual;First_Owner;17,57;1193;88,7;140Nm@ 1500-4000rpm;5;N
4030;Hyundai;2014;40000;40000;South;Florida;North Miami;Petrol;Individual;Manual;Second_Owner;18,9;1197;82;114Nm@ 4000rpm;5;N
4131;Tata;2016;40000;35000;West;California;Santa Cruz;Diesel;Individual;Manual;Second_Owner;27,28;1047;69;140Nm@ 1800-3000rpm;5;N
4160;Tata;2017;40000;40000;South;North Carolina;Rocky Mount;Petrol;Individual;Manual;First_Owner;23,84;1199;84;114Nm@ 3500rpm;5;N
4171;Maruti;2013;40000;70000;West;California;Santa Rosa;Diesel;Individual;Manual;First_Owner;22,9;1248;74;190Nm@ 2000rpm;5;N
4172;Hyundai;2015;40000;70000;West;California;Santa Rosa;Petrol;Individual;Automatic;Second_Owner;18,9;1197;82;114Nm@ 4000rpm;5;N
4211;Maruti;2011;40000;72000;East;Delaware;Dover;Diesel;Individual;Manual;First_Owner;22,9;1248;74;190Nm@ 2000rpm;5;N
4370;Mahindra;2008;40000;100000;Central;Texas;Farmers Branch;Diesel;Individual;Manual;Third_Owner;12,05;2179;120;290Nm@ 1800-2800rpm;7;N
4456;Renault;2014;40000;123000;Central;Iowa;Newton;Diesel;Individual;Manual;First_Owner;19,01;1461;108,45;248Nm@ 2250rpm;5;N
4460;Hyundai;2014;40000;80000;Central;Missouri;Raytown;Petrol;Individual;Manual;Second_Owner;18,9;1197;82;114Nm@ 4000rpm;5;N
4477;Maruti;2015;40000;60000;Central;Texas;Wichita Falls;Petrol;Individual;Manual;First_Owner;23,1;998;67,04;90Nm@ 3500rpm;5;N
4485;Renault;2013;40000;96000;Central;Minnesota;Oakdale;Diesel;Individual;Manual;First_Owner;20,46;1461;83,8;200Nm@ 1900rpm;5;N
4496;Maruti;2011;40000;72000;West;Colorado;Pueblo West;Diesel;Individual;Manual;First_Owner;22,9;1248;74;190Nm@ 2000rpm;5;N
4537;Toyota;2014;40000;120000;Central;South Dakota;Brookings;Diesel;Individual;Manual;Second_Owner;23,59;1364;67,04;170Nm@ 1800-2400rpm;5;N
4560;Mahindra;2016;40000;100000;East;Maryland;Camp Springs;Petrol;Individual;Manual;First_Owner;18,15;1198;82;115Nm@ 3500-3600rpm;5;N
4596;Maruti;2015;40000;30000;West;Montana;Billings;Petrol;Individual;Manual;First_Owner;23,1;998;67,04;90Nm@ 3500rpm;5;N
4687;Honda;2008;40000;120000;Central;Illinois;Lake In The Hills;Petrol;Individual;Manual;First_Owner;11,1;2354;158,8;218Nm@ 4200rpm;5;N
4728;Datsun;2018;40000;10000;East;New York;New Rochelle;Petrol;Individual;Manual;First_Owner;19,83;1198;67;104Nm@ 4000rpm;5;N
4774;Tata;2016;40000;100000;South;North Carolina;Apex;Diesel;Individual;Manual;First_Owner;22,95;1248;74;190Nm@ 1750-3000rpm;5;N
4775;Mahindra;2011;40000;100000;South;North Carolina;Cary;Diesel;Individual;Manual;First_Owner;15,96;2523;62,1;195Nm@ 1440-2200rpm;9;N
4839;Mahindra;2016;40000;130000;West;California;Eureka;Diesel;Individual;Manual;First_Owner;25,32;1198;77;190Nm@ 1750-2250rpm;6;N
4901;Ford;2004;40000;93415;East;Massachusetts;Abington;Diesel;Dealer;Manual;First_Owner;13,1;2499;141;330Nm@ 1800rpm;7;N
4913;Maruti;2014;40000;100000;West;Nevada;Carson City;Petrol;Individual;Manual;Second_Owner;19,1;1197;85,8;114Nm@ 4000rpm;5;N
4925;Mahindra;2011;40000;140000;Central;Indiana;New Albany;Diesel;Individual;Manual;Second_Owner;13,5;2179;115;277.5Nm@ 1700-2200rpm;5;N
4929;Hyundai;2012;40000;100000;Central;Indiana;Noblesville;Diesel;Individual;Manual;First_Owner;21,27;1396;88,76;219.6Nm@ 1500-2750rpm;5;N
5013;Hyundai;2014;40000;147000;West;California;Twentynine Palms;Petrol;Individual;Manual;Second_Owner;18,6;1197;81,83;114.7Nm@ 4000rpm;5;N
5024;Tata;2016;40000;24177;South;Kentucky;Fort Thomas;Petrol;Individual;Manual;First_Owner;17,57;1193;88,7;140Nm@ 1500-4000rpm;5;N
5104;Maruti;2015;40000;20000;West;Colorado;Louisville;Petrol;Individual;Automatic;First_Owner;20,51;998;67;90Nm@ 3500rpm;5;N
5107;Mahindra;2011;40000;475000;East;Maryland;Middle River;Diesel;Individual;Manual;Third_Owner;13,5;2179;115;277.5Nm@ 1700-2200rpm;5;N
5134;Maruti;2017;40000;60000;Central;Kansas;Pittsburg;CNG;Individual;Manual;First_Owner;21,94;1196;61,7;85Nm@ 3000rpm;5;N
5211;Volkswagen;2012;40000;110000;East;New York;Valley Stream;Diesel;Individual;Manual;Second_Owner;19,7;1598;103,6;250Nm@ 1500-2500rpm;5;N
5218;Tata;2016;40000;25000;South;Arkansas;Rogers;Petrol;Individual;Manual;First_Owner;17,57;1193;88,7;140Nm@ 1500-4000rpm;5;N
5219;Hyundai;2014;40000;10000;East;New York;Long Beach;Petrol;Individual;Manual;First_Owner;18,6;1197;81,83;114.7Nm@ 4000rpm;5;N
5222;Mahindra;2019;40000;25000;East;New York;Long Beach;Petrol;Individual;Manual;First_Owner;18,15;1198;82;115Nm@ 3500-3600rpm;6;N
5275;Volkswagen;2014;40000;110000;West;California;Stockton;Diesel;Individual;Manual;Second_Owner;20,14;1498;88,8;230Nm@ 1500-2500rpm;5;N
5279;Volkswagen;2012;40000;95000;East;New Jersey;Colonia;Diesel;Individual;Manual;First_Owner;19,7;1598;103,6;250Nm@ 1500-2500rpm;5;N
5354;Volkswagen;2016;40000;60000;Central;Minnesota;Prior Lake;Petrol;Individual;Manual;First_Owner;17;1198;73,75;110Nm@ 3750rpm;5;N
5363;Renault;2018;40000;25000;East;Maine;Augusta;Petrol;Individual;Automatic;First_Owner;24,04;999;67;91Nm@ 4250rpm;5;N
5440;Volkswagen;2012;40000;100000;South;Georgia;Macon;Diesel;Individual;Manual;Second_Owner;20,54;1598;103,6;250Nm@ 1500-2500rpm;5;N
5478;Ford;2010;40000;30000;Central;Kansas;Emporia;Petrol;Individual;Manual;First_Owner;15,6;1196;70;102Nm@ 4000rpm;5;N
5479;Hyundai;2012;40000;182000;Central;Kansas;Emporia;Diesel;Individual;Manual;Second_Owner;24,8;1396;88,7;219.7Nm@ 1750-2750rpm;5;N
5554;Ford;2015;40000;143000;East;Pennsylvania;Drexel Hill;Diesel;Individual;Manual;First_Owner;25,83;1498;99;215Nm@ 1750-3000rpm;5;N
5668;Maruti;2013;40000;188000;East;New York;Commack;Diesel;Individual;Manual;Second_Owner;22,9;1248;74;190Nm@ 2000rpm;5;N
5689;Maruti;2016;40000;30000;East;Massachusetts;Milford;Petrol;Individual;Manual;First_Owner;20,51;998;67,04;90Nm@ 3500rpm;5;N
5798;Ford;2016;40000;45217;Central;Oklahoma;Moore;Diesel;Dealer;Manual;First_Owner;25,83;1498;99;215Nm@ 1750-3000rpm;5;N
5864;Maruti;2015;40000;22500;South;Tennessee;Memphis;Petrol;Individual;Manual;First_Owner;20,51;998;67,04;90Nm@ 3500rpm;5;N
5875;Renault;2018;40000;30000;South;Arkansas;Van Buren;Petrol;Individual;Automatic;Second_Owner;24,04;999;67;91Nm@ 4250rpm;5;N
5884;Mahindra;2017;40000;30000;East;Pennsylvania;Radnor;Diesel;Individual;Manual;First_Owner;25,32;1198;77;190Nm@ 1750-2250rpm;6;N
6026;Hyundai;2013;40000;70000;Central;Missouri;Webster Groves;Petrol;Individual;Manual;First_Owner;17,01;1591;121,3;154.9Nm@ 4200rpm;5;N
6138;Hyundai;2015;40000;39414;South;North Carolina;Laurinburg;Petrol;Dealer;Manual;First_Owner;18,9;1197;81,86;113.75nm@ 4000rpm;5;N
6141;Maruti;2015;40000;49907;West;Montana;Bozeman;Petrol;Dealer;Manual;First_Owner;21,63;998;67,04;90Nm@ 3500rpm;5;N
6160;Mahindra;2016;40000;35000;Central;Michigan;Owosso;Diesel;Individual;Manual;First_Owner;25,32;1198;77;190Nm@ 1750-2250rpm;6;N
6201;Mahindra;2011;40000;320000;Central;Texas;Fort Worth;Diesel;Individual;Manual;Third_Owner;12,05;2179;120;290Nm@ 1800-2800rpm;8;N
6242;Honda;2017;40000;50000;Central;Minnesota;Minnetonka Mills;Petrol;Individual;Manual;First_Owner;18,5;1198;86,8;109Nm@ 4500rpm;5;N
6313;Maruti;2012;40000;58400;East;New York;Cohoes;Diesel;Individual;Manual;Second_Owner;19,3;1248;73,9;190Nm@ 2000rpm;5;N
6344;Tata;2017;40000;85000;West;Idaho;Caldwell;Diesel;Individual;Manual;First_Owner;20,65;1248;88,7;190Nm@ 1750-3000rpm;5;N
6362;Mahindra;2018;40000;50000;West;Idaho;Boise;Diesel;Individual;Manual;First_Owner;23,5;909;45;98Nm@ 1600-3000rpm;8;N
6375;Maruti;2019;40000;15000;South;Kentucky;Pleasure Ridge Park;Petrol;Individual;Manual;First_Owner;15,37;1196;73;101Nm@ 3000rpm;5;N
6381;Maruti;2014;40000;50000;South;Kentucky;Richmond;Petrol;Individual;Manual;First_Owner;19,1;1197;85,8;114Nm@ 4000rpm;5;N
6383;Toyota;2009;40000;90000;South;Florida;Boca Raton;Petrol;Individual;Automatic;First_Owner;14,53;1794;138,1;173Nm@ 4000rpm;5;N
6491;Tata;2018;40000;20000;East;Pennsylvania;Chester;Petrol;Individual;Manual;First_Owner;23,84;1199;84;114Nm@ 3500rpm;5;N
6530;Hyundai;2012;40000;103655;Central;Wisconsin;Franklin;Diesel;Individual;Manual;Second_Owner;22,32;1582;126,3;259.9Nm@ 1900-2750rpm;5;N
6626;Tata;2018;40000;40000;East;New York;Woodmere;Petrol;Individual;Manual;First_Owner;23,84;1199;84;114Nm@ 3500rpm;5;N
6643;Maruti;2017;40000;120000;South;Alabama;Florence;Petrol;Individual;Manual;First_Owner;15,37;1196;73;101Nm@ 3000rpm;5;N
6715;Maruti;2010;40000;176062;East;Ohio;Newark;Diesel;Individual;Manual;First_Owner;17,8;1248;75;190Nm@ 2000rpm;5;N
6733;Maruti;2016;40000;20000;East;New Jersey;Bridgeton;Petrol;Individual;Manual;Second_Owner;20,51;998;67,04;90Nm@ 3500rpm;5;N
6834;Maruti;2012;40000;90000;West;California;Lawndale;Diesel;Individual;Manual;First_Owner;20,77;1248;88,76;200Nm@ 1750rpm;7;N
6848;Mahindra;2017;40000;32000;West;California;Fairfield;Petrol;Individual;Manual;Second_Owner;18,15;1198;82;115Nm@ 3500-3600rpm;6;N
6877;Mahindra;2008;40000;110000;West;California;San Clemente;Diesel;Individual;Manual;First_Owner;12,7;2609;116,6;28.3@ 1,700-2,200(kgm@ rpm);8;N
6940;Maruti;2011;40000;60000;South;Florida;Sarasota;Diesel;Individual;Manual;First_Owner;22,9;1248;74;190Nm@ 2000rpm;5;N
6998;Mahindra;2017;40000;50000;Central;Iowa;Ames;Diesel;Individual;Manual;First_Owner;25,32;1198;77;190Nm@ 1750-2250rpm;6;N
7028;Renault;2013;40000;44500;West;Washington;Richland;Diesel;Individual;Manual;Second_Owner;20,46;1461;83,8;200Nm@ 1900rpm;5;N
7085;Mahindra;2011;40000;120000;South;Florida;Casselberry;Diesel;Individual;Manual;Second_Owner;13,6;2523;63;180 Nm at 1440-1500rpm;7;N
7101;Tata;2016;40000;60000;West;Utah;Kearns;Diesel;Individual;Manual;First_Owner;27,28;1047;69;140Nm@ 1800-3000rpm;5;N
7150;Mahindra;2016;40000;14000;West;Montana;Helena;Petrol;Individual;Manual;Second_Owner;18,15;1198;82;115Nm@ 3500-3600rpm;6;N
7167;Maruti;2018;40000;60000;South;Tennessee;Nashville;CNG;Individual;Manual;First_Owner;26,6;998;58,16;77Nm@ 3500rpm;5;N
7321;Volkswagen;2011;40000;100000;West;California;Fairfield;Diesel;Individual;Manual;Second_Owner;20,54;1598;103,6;250Nm@ 1500-2500rpm;5;N
7408;Volkswagen;2010;40000;100000;South;South Carolina;Charleston;Diesel;Individual;Manual;First_Owner;15;1896;105;25.5@ 1,900(kgm@ rpm);5;N
7476;Volkswagen;2016;40000;60000;Central;Wisconsin;Milwaukee;Petrol;Individual;Manual;First_Owner;17;1198;73,75;110Nm@ 3750rpm;5;N
7485;Renault;2018;40000;25000;South;Arkansas;Texarkana;Petrol;Individual;Automatic;First_Owner;24,04;999;67;91Nm@ 4250rpm;5;N
7558;Volkswagen;2010;40000;100000;Central;Wisconsin;Janesville;Diesel;Individual;Manual;First_Owner;15;1896;105;25.5@ 1,900(kgm@ rpm);5;N
7699;Mahindra;2011;40000;70000;South;Florida;Pembroke Pines;Diesel;Individual;Manual;Second_Owner;13,6;2523;63;180 Nm at 1440-1500rpm;7;N
7719;Mahindra;2018;40000;15000;Central;Texas;Kingsville;Petrol;Individual;Manual;First_Owner;18,15;1198;82;115Nm@ 3500-3600rpm;6;N
7788;Tata;2018;40000;22000;East;New Jersey;Englewood;Petrol;Individual;Manual;First_Owner;20,3;1199;84;114Nm@ 3500rpm;5;N
7789;Maruti;2017;40000;70000;East;Vermont;Colchester;Petrol;Individual;Manual;First_Owner;20,51;998;67,04;90Nm@ 3500rpm;5;N
7889;Ford;2017;40000;100000;South;Mississippi;Horn Lake;Petrol;Individual;Manual;First_Owner;18,16;1196;86,8;112Nm@ 4000rpm;5;N
7916;Hyundai;2014;40000;50074;South;Tennessee;Brentwood;Diesel;Individual;Manual;First_Owner;24;1120;70;160Nm@ 1500-2750rpm;5;N
8014;Maruti;2015;40000;95000;Central;Texas;Conroe;Diesel;Individual;Manual;First_Owner;27,62;793;47;125Nm@ 2000rpm;5;N
8074;Hyundai;2014;40000;20000;West;Idaho;Moscow;Petrol;Individual;Manual;First_Owner;18,9;1197;82;114Nm@ 4000rpm;5;N
5336;Hyundai;2015;40100;74000;Central;Minnesota;Minneapolis;Diesel;Individual;Manual;Second_Owner;24,4;1120;71;180.4Nm@ 1750-2500rpm;5;N
1458;Mahindra;2016;40300;30000;Central;Kansas;Hutchinson;Diesel;Individual;Manual;Second_Owner;17,21;1493;100;240Nm@ 1600-2800rpm;7;Y
277;Mahindra;2011;40400;122358;West;California;San Diego;Diesel;Individual;Manual;First_Owner;12,05;2179;120;290Nm@ 1800-2800rpm;9;Y
331;Toyota;2007;40400;120000;West;California;San Diego;Diesel;Individual;Manual;Third_Owner;12,8;2494;102;20.4@ 1400-3400(kgm@ rpm);8;Y
1495;Maruti;2015;40500;68000;Central;Iowa;Urbandale;Petrol;Individual;Manual;Second_Owner;20,4;1197;81,8;113Nm@ 4200rpm;5;Y
2581;Maruti;2015;40500;100000;West;California;Concord;Diesel;Individual;Manual;First_Owner;25,2;1248;74;190Nm@ 2000rpm;5;N
2970;Ford;2017;40800;60000;West;California;Redding;Petrol;Individual;Manual;First_Owner;18,16;1196;86,8;112Nm@ 4000rpm;5;N
305;Maruti;2014;40900;70000;West;California;Los Angeles;Petrol;Individual;Manual;Second_Owner;19,1;1197;85,8;114Nm@ 4000rpm;5;Y
241;Maruti;2017;41000;13500;East;District of Columbia;Washington;Petrol;Individual;Manual;First_Owner;15,37;1196;73;101Nm@ 3000rpm;5;Y
320;Maruti;2017;41000;47000;Central;Illinois;Chicago;Petrol;Individual;Manual;First_Owner;20,51;998;67,04;90Nm@ 3500rpm;5;Y
403;Maruti;2020;41000;35000;Central;Michigan;Detroit;CNG;Individual;Manual;First_Owner;20,88;1196;61,7;85Nm@ 3000rpm;5;Y
432;Hyundai;2015;41000;135000;Central;Illinois;Chicago;Diesel;Individual;Manual;Second_Owner;24,4;1120;71,01;180.4Nm@ 1750-2500rpm;5;Y
444;Hyundai;2015;41000;93000;West;California;Los Angeles;Petrol;Individual;Manual;First_Owner;19,1;1197;81,86;113.75Nm@ 4000rpm;5;Y
497;Toyota;2013;41000;45000;East;New York;New York City;Diesel;Individual;Manual;First_Owner;23,59;1364;67,06;170Nm@ 1800-2400rpm;5;Y
610;Mahindra;2011;41000;50000;South;North Carolina;Charlotte;Diesel;Individual;Manual;Second_Owner;13,6;2523;63;180 Nm at 1440-1500rpm;7;Y
796;Chevrolet;2016;41000;60000;West;California;Los Angeles;Diesel;Individual;Manual;Second_Owner;12,2;1994;105,3;263.7Nm@ 2500rpm;10;Y
908;Toyota;2013;41000;90000;West;California;Los Angeles;Diesel;Individual;Manual;First_Owner;23,59;1364;67,04;170Nm@ 1800-2400rpm;5;Y
1023;Maruti;2013;41000;100000;West;California;Los Angeles;Diesel;Individual;Manual;Third_Owner;23,2;1248;73,94;190Nm@ 2000rpm;5;Y
1394;Skoda;2013;41000;29000;South;Georgia;Columbus;Petrol;Individual;Manual;Second_Owner;15;1598;103,5;153Nm@ 3800rpm;5;Y
1497;Honda;2010;41000;110000;Central;Iowa;Urbandale;Petrol;Individual;Automatic;Third_Owner;15,6;1497;116,3;146Nm@ 4800rpm;5;Y
1701;Maruti;2015;41000;18500;Central;Illinois;Rockford;Petrol;Individual;Manual;First_Owner;20,51;998;67,04;90Nm@ 3500rpm;5;Y
1852;Maruti;2019;41000;10000;Central;Iowa;Coralville;Petrol;Individual;Manual;First_Owner;15,37;1196;73;101Nm@ 3000rpm;5;Y
1906;Renault;2018;41000;35000;Central;Texas;Laredo;Petrol;Individual;Manual;First_Owner;23,01;999;67;91Nm@ 4250rpm;5;Y
2264;Renault;2014;41000;188000;East;Ohio;Youngstown;Diesel;Individual;Manual;Second_Owner;19,01;1461;108,45;248Nm@ 2250rpm;5;N
2366;Mahindra;2012;41000;100000;West;Oregon;Pendleton;Diesel;Individual;Manual;Second_Owner;14;2498;112;260 Nm at 1800-2200 rpm;8;N
2947;Tata;2018;41000;35000;East;Ohio;Berea;Petrol;Individual;Manual;Second_Owner;23,84;1199;84;114Nm@ 3500rpm;5;N
2991;Tata;2019;41000;25000;South;Virginia;Newport News;Petrol;Individual;Manual;First_Owner;23,84;1199;84;114Nm@ 3500rpm;5;N
3001;Maruti;2014;41000;150000;South;North Carolina;Wilson;Diesel;Individual;Manual;Third_Owner;23,4;1248;74;190Nm@ 2000rpm;5;N
3976;Maruti;2015;41000;18500;East;Ohio;Wooster;Petrol;Individual;Manual;First_Owner;20,51;998;67,04;90Nm@ 3500rpm;5;N
4189;Tata;2010;41000;100000;East;Connecticut;Manchester;Diesel;Individual;Manual;Second_Owner;19,61;1405;70;135.4Nm@ 2500;5;N
4293;Maruti;2013;41000;90000;East;Massachusetts;Bellingham;Diesel;Individual;Manual;Second_Owner;22,9;1248;74;190Nm@ 2000rpm;5;N
4448;Maruti;2013;41000;90000;Central;Minnesota;Cottage Grove;Diesel;Individual;Manual;First_Owner;22,9;1248;74;190Nm@ 2000rpm;5;N
4509;Maruti;2013;41000;35000;East;Massachusetts;Lowell;Petrol;Individual;Manual;First_Owner;19,1;1197;85,8;114Nm@ 4000rpm;5;N
4675;Hyundai;2016;41000;78000;South;Alabama;Prattville;Diesel;Dealer;Manual;First_Owner;24;1186;73,97;190.24nm@ 1750-2250rpm;5;N
5141;Toyota;2014;41000;200000;Central;Minnesota;Woodbury;Diesel;Individual;Manual;First_Owner;23,59;1364;67,04;170Nm@ 1800-2400rpm;5;N
5593;Chevrolet;2011;41000;80000;East;New York;East Meadow;Diesel;Individual;Manual;Second_Owner;18,3;1991;147,9;327Nm@ 2600rpm;5;N
5599;Chevrolet;2010;41000;210000;South;Tennessee;Chattanooga;Diesel;Individual;Manual;Fourth_Above_Owner;12,2;1994;105,3;263.7Nm@ 2500rpm;9;N
5720;Maruti;2013;41000;100000;Central;Michigan;Detroit;Diesel;Individual;Manual;Second_Owner;23,4;1248;74;190Nm@ 2000rpm;5;N
5975;Hyundai;2012;41000;100000;South;Alabama;Huntsville;Diesel;Individual;Manual;Second_Owner;22,32;1582;126,3;259.9Nm@ 1900-2750rpm;5;N
6429;Tata;2017;41000;60000;Central;Texas;Bedford;Petrol;Individual;Manual;First_Owner;23,84;1199;84;114Nm@ 3500rpm;5;N
6954;Maruti;2016;41000;120000;West;Washington;Tacoma;Diesel;Individual;Manual;First_Owner;23,2;1248;73,94;190Nm@ 2000rpm;5;N
7065;Toyota;2007;41000;248119;Central;Texas;Channelview;Diesel;Individual;Manual;Fourth_Above_Owner;12,8;2494;102;20.4@ 1400-3400(kgm@ rpm);8;N
7291;Maruti;2013;41000;80235;Central;Illinois;Rockford;Diesel;Dealer;Manual;Second_Owner;28,4;1248;74,02;190Nm@ 2000rpm;5;N
7516;Maruti;2013;41000;100000;Central;Michigan;Adrian;Diesel;Individual;Manual;Third_Owner;22,9;1248;74;190Nm@ 2000rpm;5;N
8071;Honda;2015;41000;60000;West;New Mexico;Alamogordo;Diesel;Individual;Manual;First_Owner;25,8;1498;98,6;200Nm@ 1750rpm;5;N
2061;Volkswagen;2014;41100;90000;West;Utah;Layton;Diesel;Individual;Automatic;Second_Owner;21,21;1498;103,2;250Nm@ 1500-2500rpm;5;Y
2068;Volkswagen;2014;41100;90000;Central;Wisconsin;Madison;Diesel;Individual;Automatic;Second_Owner;21,21;1498;103,2;250Nm@ 1500-2500rpm;5;N
2525;Hyundai;2015;41100;25000;East;Rhode Island;Westerly;Petrol;Individual;Manual;First_Owner;18,9;1197;82;114Nm@ 4000rpm;5;N
3767;Toyota;2012;41100;110000;East;New Jersey;Elizabeth;Diesel;Dealer;Manual;First_Owner;23,59;1364;67,04;170Nm@ 1800-2400rpm;5;N
3897;Maruti;2016;41100;25000;East;Pennsylvania;Hazleton;Petrol;Individual;Manual;Second_Owner;23,1;998;67,04;90Nm@ 3500rpm;5;N
5519;Maruti;2013;41100;62000;West;Washington;Seattle;Petrol;Dealer;Manual;First_Owner;22;1197;81,8;113Nm@ 4200rpm;5;N
5524;Maruti;2015;41100;23999;West;Washington;Seattle;Petrol;Dealer;Automatic;First_Owner;23,1;998;67,04;90Nm@ 3500rpm;5;N
5545;Honda;2016;41100;60000;Central;Kansas;Overland Park;Petrol;Individual;Manual;Second_Owner;18,5;1198;86,8;109Nm@ 4500rpm;5;N
7805;Skoda;2011;41100;64481;South;Mississippi;Meridian;Diesel;Dealer;Manual;Second_Owner;20,5;1598;103,5;250Nm@ 1500-2500rpm;5;N
5117;Hyundai;2016;41200;25000;East;Connecticut;Plainfield;Petrol;Individual;Manual;First_Owner;18,9;1197;82;114Nm@ 4000rpm;5;N
558;Hyundai;2012;41500;60000;Central;Texas;Dallas;Petrol;Dealer;Manual;First_Owner;17,7;1497;113,42;144.15nm@ 4500rpm;5;Y
946;Maruti;2012;41500;108000;East;Massachusetts;Boston;Diesel;Individual;Manual;First_Owner;19,3;1248;73,9;190Nm@ 2000rpm;5;Y
947;Maruti;2012;41500;108000;East;New York;New York City;Diesel;Individual;Manual;First_Owner;23,4;1248;74;190Nm@ 2000rpm;5;Y
